RecordID,Visitor_key,Hit_date,Order_ind,CONTAINER_ID,Channel,Min_Visit Rtrn Cnt
11,100004089,2018-11-09,0,,SEO,67
12,100004089,2018-11-19,0,,SEO,67
13,100004089,2018-11-27,0,,SEO,67
14,100004089,2018-11-28,0,,SEO,67
